,ENDO,GBM,BRCA,HNSCC,LUAD,OVARIAN,CCRCC
1309,RBMY2FP,LAMB1,RNA5SP64,AC137810.1,NDUFA1,,SRA1
1310,RBMY3AP,LAMB4,RNA5SP65,AC138409.1,NDUFA4,,SREK1
1311,RC3H1,LAMP5,RNA5SP66,AC138409.2,NDUFAF6,,SREK1IP1
1312,RCOR3,LAMTOR4,RNA5SP67,AC138409.3,NDUFB9,,SRFBP1
1313,RCSD1,LANCL2,RNA5SP68,AC138646.1,NDUFS2,,SRI
1314,RD3,LAT2,RNA5SP69,AC138647.1,NDUFS6,,SRP19
1315,RDH10,LBP,RNA5SP70,AC138647.2,NECAB1,,SRPK2
1316,RDH10-AS1,LDLR,RNA5SP71,AC138696.1,NECTIN4,,SRRM3
1317,REN,LENG1,RNA5SP72,AC138696.2,NEK2,,SRRT
1318,RFX5,LENG8,RNA5SP73,AC138853.1,NEK7,,SSBP1
1319,RGL1,LENG9,RNA5SP74,AC138854.1,NELFCD,,SSBP2
1320,RGS1,LEP,RNA5SP75,AC138938.1,NEMF,,SSC4D
1321,RGS13,LEUTX,RNA5SP76,AC138951.1,NENF,,SSMEM1
1322,RGS16,LFNG,RNA5SP77,AC138951.2,NES,,SSPO
1323,RGS18,LGALS13,RNA5SP78,AC139019.1,NEURL1B,,SSU72P8
1324,RGS19,LGALS14,RNA5SP79,AC139103.1,NEUROD6,,ST7
1325,RGS2,LGALS16,RNA5SP80,AC139497.1,NFASC,,ST8SIA4
1326,RGS21,LGALS4,RNA5SP81,AC139783.1,NFE2L3,,STAG3
1327,RGS22,LGALS7,RNA5SP82,AC139783.2,NFKBIA,,STARD3NL
1328,RGS4,LGALS7B,RNASEL,AC139792.1,NHLH1,,STARD4
1329,RGS5,LGI4,RNF115,AC139792.2,NID1,,STC2
1330,RGS7,LHB,RNF139,AC139792.3,NID2,,STEAP1
1331,RGS8,LHFPL3,RNF187,AC140168.1,NIM1K,,STEAP1B
1332,RGSL1,LIG1,RNF19A,AC140172.1,NIN,,STEAP2
1333,RHBG,LILRA1,RNF2,AC144530.1,NIPAL2,,STEAP4
1334,RHEX,LILRA2,RNPEP,AC232323.1,NIPBL,,STK10
1335,RHOU,LILRA4,RNU105C,AC232323.2,NIT1,,STK17A
1336,RIDA,LILRA5,RNU4ATAC16P,AC233280.1,NKAIN3,,STK31
1337,RIIAD1,LILRA6,RNU4ATAC7P,AC233280.19,NKAIN4,,STK32A
1338,RIMS2,LILRB1,RNU6ATAC32P,AC233280.2,NKAP,,STRA8
1339,RIT1,LILRB2,RNU6ATAC35P,AC233724.1,NKD2,,STRIP2
1340,RNA5S1,LILRB3,RNU6ATAC41P,AC233724.10,NKRF,,STX1A
1341,RNA5S10,LILRB4,RNU6ATAC8P,AC233724.11,NKX2-1,,STYXL1
1342,RNA5S11,LILRB5,RNY4P16,AC233724.12,NKX2-8,,SUGCT
1343,RNA5S12,LIM2,RNY4P25,AC233724.2,NLRP3,,SUMF2
1344,RNA5S13,LIME1,RNY4P5,AC233724.3,NME7,,SUN1
1345,RNA5S14,LIMK1,RORC,AC233724.4,NME8,,SUN3
1346,RNA5S15,LIN37,RP1,AC233724.5,NMNAT2,,SV2C
1347,RNA5S16,LIN7B,RPL30,AC233724.6,NNT,,SVOPL
1348,RNA5S17,LINGO3,RPL31P11,AC233724.7,NOD1,,SYNPO
1349,RNA5S2,LIPE,RPL7,AC233724.8,NOS1AP,,SYPL1
1350,RNA5S3,LKAAEAR1,RPL8,AC233724.9,NOTCH2NL,,TAC1
1351,RNA5S4,LLCFC1,RPRD2,AC233992.1,NOV,,TAF6
1352,RNA5S5,LMBR1,RPS10P7,AC233992.2,NPAS3,,TAF7
1353,RNA5S6,LMNB2,RPS20,AC233992.3,NPBWR1,,TAF9
1354,RNA5S7,LMOD2,RPS27,AC234917.1,NPBWR2,,TAS2R16
1355,RNA5S8,LMTK2,RPS6KC1,AC234917.2,NPC1L1,,TAS2R3
1356,RNA5S9,LMTK3,RPTN,AC234917.3,NPEPL1,,TAS2R38
1357,RNASEL,LNX1,RRM2B,AC254629.1,NPHS2,,TAS2R39
1358,RNF115,LONP1,RRNAD1,ACAD11,NPL,,TAS2R4
1359,RNF139,LPAR2,RRP15,ACAP2,NPM1,,TAS2R40
1360,RNF139-AS1,LPIN3,RRS1,ACAP2-IT1,NPR1,,TAS2R41
1361,RNF187,LRCH4,RSPO2,ACHE,NPR3,,TAS2R5
1362,RNF19A,LRFN1,RUNX1T1,ACKR4,NPSR1,,TAS2R60
1363,RNF2,LRFN3,RUSC1,ACPP,NPVF,,TAX1BP1
1364,RNPEP,LRG1,RXFP4,ACTBP6,NPY,,TBC1D9B
1365,RNVU1-1,LRGUK,RXRG,ACTG1P1,NR1I3,,TBCA
1366,RNVU1-14,LRP3,RYR2,ACTG1P23,NR5A2,,TBL2
1367,RNVU1-15,LRRC17,S100A1,ACTL6A,NRBP2,,TBRG4
1368,RNVU1-17,LRRC25,S100A10,ACTL6B,NRK,,TBX20
1369,RNVU1-3,LRRC4,S100A11,ACTN3,NSD1,,TBXAS1
1370,RNVU1-6,LRRC4B,S100A12,ACTRT3,NSDHL,,TCAF1
1371,RNVU1-7,LRRC61,S100A13,ACY3,NSL1,,TCAF2
1372,RNVU1-8,LRRC72,S100A14,ADAM22,NSMAF,,TCERG1
1373,RORC,LRRC8E,S100A16,ADAMTS12,NSMCE2,,TCF7
1374,RPL21P28,LRRD1,S100A2,ADAMTS16,NSUN2,,TCOF1
1375,RPL30,LRRN3,S100A3,ADCK5,NT5C3A,,TECPR1
1376,RPL31P11,LRRN4,S100A4,ADCY2,NTPCR,,TENM2
1377,RPL7,LRWD1,S100A5,ADCY8,NTRK1,,TERT
1378,RPRD2,LSM14A,S100A6,ADGRB1,NTSR1,,TES
1379,RPS10P7,LSM14B,S100A7,ADHFE1,NUAK2,,TEX43
1380,RPS21,LSM4,S100A7A,ADI1P2,NUBPL,,TFEC
1381,RPS27,LSM5,S100A7L2,ADIPOQ,NUCKS1,,TFPI2
1382,RPS4Y1,LSM7,S100A8,ADIPOQ-AS1,NUDCD1,,TFR2
1383,RPS4Y2,LSM8,S100A9,AF117829.1,NUDCD3,,TGFBI
1384,RPS6KC1,LSMEM1,SAMD12,AF117829.2,NUDT1,,THAP5
1385,RPS7P5,LSR,SBSPON,AF121898.1,NUDT17,,THBS4
1386,RPTN,LTBP4,SCAMP3,AF178030.1,NUDT4P1,,THG1L
1387,RRM2B,LUC7L2,SCARNA20,AF181450.1,NUF2,,THOC3
1388,RRNAD1,LUZP6,SCARNA20,AF186190.1,NUP133,,THSD7A
1389,RRP15,LYL1,SCARNA3,AF186192.1,NUP155,,TICAM2
1390,RTEL1,LYPD3,SCARNA4,AF186192.2,NUP210L,,TIFAB
1391,RTEL1-TNFRSF6B,LYPD4,SCCPDH,AF186192.3,NUP62CL,,TIGD6
1392,RUSC1,LYPD5,SCNM1,AF201337.1,NUPL2,,TIMD4
1393,RUSC1-AS1,LZTS3,SCRIB,AF228727.1,NUPR2,,TLX3
1394,RXFP4,MACC1,SCRT1,AF230666.1,NVL,,TMCO6
1395,RXRG,MACROD2,SCXA,AF230666.2,NXF2,,TMED4
1396,RYR2,MAD1L1,SCXB,AF235103.1,NXF2B,,TMED7
1397,S100A1,MADCAM1,SCYL3,AF235103.2,NXF5,,TMED9
1398,S100A10,MAFB,SDC2,AF235103.3,NXPH1,,TMEM106B
1399,S100A11,MAFK,SDCBP,AF305872.1,NXT2,,TMEM120A
1400,S100A12,MAG,SDCCAG8,AF305872.2,OAZ3,,TMEM130
1401,S100A13,MAGI2,SDE2,AGFG2,OBSCN,,TMEM139
1402,S100A14,MALSU1,SDHC,AGO2,OC90,,TMEM140
1403,S100A16,MAMSTR,SDR16C5,AGTR1,OCLM,,TMEM161B
1404,S100A2,MAN2B1,SDR16C6P,AGXT2,OCM,,TMEM167A
1405,S100A3,MANBAL,SEC16B,AHRR,OCRL,,TMEM168
1406,S100A4,MAP1LC3A,SEC22B,AHSG,ODF1,,TMEM171
1407,S100A5,MAP1S,SELE,AIG1P1,OGDH,,TMEM173
1408,S100A6,MAP2K2,SELENBP1,AIP,OGFR,,TMEM174
1409,S100A7,MAP2K7,SELL,AK3P2,OLFML2B,,TMEM176A
1410,S100A7A,MAP3K10,SELP,AKAP9,OPLAH,,TMEM176B
1411,S100A7L2,MAP4K1,SEMA4A,AL121981.1,OPN1LW,,TMEM178B
1412,S100A8,MAPRE1,SEMA6C,AL449212.1,OPN1MW,,TMEM184A
1413,S100A9,MARCH2,SERPINC1,ALDH3B1,OPN1MW2,,TMEM196
1414,SAMD10,MARCH9,SERTAD4,ALDH3B2,OPN1MW3,,TMEM209
1415,SAMD12,MARK4,SETDB1,ALG1L15P,OPN3,,TMEM213
1416,SAMD12-AS1,MAST1,SF3B4,ALG1L8P,OPRK1,,TMEM229A
1417,SAMD8,MAST3,SFRP1,ALG1L9P,OPRL1,,TMEM232
1418,SBSPON,MATK,SFT2D2,ALG3,OPTC,,TMEM243
1419,SCARNA18B,MATN4,SGK196,ALG3P1,OR10J1,,TMEM248
1420,SCARNA26A,MAU2,SGK3,ALKBH4,OR10J3,,TMEM60
1421,SCARNA26B,MAVS,SH2D1B,AMACR,OR10J5,,TMUB1
1422,SCARNA3,MBD3,SH2D2A,AMD1P3,OR10K1,,TNFAIP8
1423,SCARNA4,MBD3L1,SH3BP5L,AMOTL2,OR10K2,,TNIP1
1424,SCCPDH,MBD3L2,SHARPIN,ANAPC13,OR10R2,,TNPO1
1425,SCNM1,MBD3L2B,SHC1,ANAPC15,OR10T2,,TNPO3
1426,SCYL3,MBD3L3,SHCBP1L,ANGPT1,OR10Z1,,TNRC18
1427,SDC2,MBD3L4,SHE,ANKH,OR11L1,,TNS3
1428,SDE2,MBD3L5,SHISA4,ANKIB1,OR13G1,,TOMM7
1429,SDHC,MBLAC1,SIPA1L2,ANKRD13D,OR13H1,,TPK1
1430,SEC16B,MBOAT7,SLA,ANKRD18DP,OR14A16,,TPST1
1431,SELE,MC3R,SLAMF1,ANKRD33B,OR14A2,,TRA2A
1432,SELENBP1,MCEMP1,SLAMF6,ANKRD33B-AS1,OR14C36,,TRAPPC13
1433,SELL,MCM7,SLAMF7,ANKRD46,OR14I1,,TRIL
1434,SELP,MCM8,SLAMF8,ANKUB1,OR14K1,,TRIM23
1435,SEMA4A,MCOLN1,SLAMF9,ANO1,OR1C1,,TRIM24
1436,SEMA6C,MCTS2P,SLC10A5,ANO1-AS1,OR2AJ1,,TRIM36
1437,SERPINC1,MDFIC,SLC19A2,ANXA13,OR2AK2,,TRIM4
1438,SERTAD4,MDH2,SLC25A32,ANXA2R,OR2B11,,TRIM41
1439,SERTAD4-AS1,MDM4,SLC25A44,AP000424.1,OR2C3,,TRIM50
1440,SETDB1,MED16,SLC26A7,AP000424.2,OR2G2,,TRIM52
1441,SF3B4,MED25,SLC26A9,AP000426.1,OR2G3,,TRIM56
1442,SFT2D2,MED26,SLC27A3,AP000428.1,OR2G6,,TRIM7
1443,SH2D1B,MED29,SLC30A1,AP000428.2,OR2L13,,TRIM73
1444,SH2D2A,MEF2B,SLC30A10,AP000439.1,OR2L2,,TRIM74
1445,SH3BP5L,MEGF8,SLC30A8,AP000439.2,OR2L3,,TRIP6
1446,SHC1,MEIS3,SLC35F3,AP000439.3,OR2L5,,TRPC7
1447,SHCBP1L,MEOX2,SLC39A1,AP000439.4,OR2M2,,TRPV5
1448,SHE,MEPCE,SLC39A4,AP000487.1,OR2M3,,TRPV6
1449,SHISA4,MEST,SLC41A1,AP000487.2,OR2M4,,TRRAP
1450,SIPA1L2,MET,SLC45A3,AP000590.1,OR2M5,,TSC22D4
1451,SLA,METTL1,SLC45A4,AP000593.1,OR2M7,,TSGA13
1452,SLAMF1,METTL27,SLC50A1,AP000593.2,OR2T1,,TSLP
1453,SLAMF6,METTL2B,SLC52A2,AP000593.3,OR2T10,,TSPAN12
1454,SLAMF7,MEX3D,SLC6A12,AP000593.4,OR2T12,,TSPAN13
1455,SLAMF8,MFSD12,SLC6A13,AP000808.1,OR2T2,,TSPAN17
1456,SLAMF9,MGAM,SLC7A13,AP000808.2,OR2T27,,TSPAN33
1457,SLC19A2,MGAM2,SLC9C2,AP000812.1,OR2T29,,TSSK1B
1458,SLC25A32,MGME1,SLCO5A1,AP000812.2,OR2T3,,TTC1
1459,SLC25A44,MIA,SLMO2,AP000812.3,OR2T33,,TTC26
1460,SLC26A9,MIA-RAB4B,SLURP1,AP000812.4,OR2T34,,TTC37
1461,SLC2A4RG,MICALL2,SMCP,AP000812.5,OR2T35,,TTYH3
1462,SLC30A1,MIDN,SMG5,AP000867.1,OR2T4,,TWIST1
1463,SLC30A10,MIER2,SMG7,AP000867.2,OR2T5,,TWISTNB
1464,SLC30A8,MINDY4,SMYD2,AP000867.3,OR2T6,,TXNDC15
1465,SLC35F3,MIOS,SMYD3,AP000867.4,OR2T8,,TYW1
1466,SLC39A1,MISP,SNAI2,AP000867.5,OR2W3,,TYW1B
1467,SLC41A1,MISP3,SNAP47,AP000879.1,OR6F1,,UBE2B
1468,SLC45A3,MKKS,SNAPIN,AP000879.2,OR6K2,,UBE2D2
1469,SLC4A1AP,MKLN1,SNHG6,AP001107.3,OR6K3,,UBE2D4
1470,SLC50A1,MKNK2,SNORA1,AP001107.5,OR6K6,,UBE2H
1471,SLC9C2,MKRN1,SNORA12,AP001107.6,OR6N1,,UBE3C
1472,SMCP,MLLT1,SNORA14B,AP001107.9,OR6N2,,UBLCP1
1473,SMG5,MLXIPL,SNORA16B,AP001184.1,OR6P1,,UBN2
1474,SMG7,MMD2,SNORA20,AP001205.1,OR6Y1,,UBTD2
1475,SMG7-AS1,MMP24,SNORA25,AP001207.1,OSBPL2,,UFSP1
1476,SMILR,MMP24OS,SNORA25,AP001207.2,OSBPL3,,UIMC1
1477,SMYD2,MMP9,SNORA25,AP001207.3,OSGIN2,,UMAD1
1478,SMYD3,MNX1,SNORA25,AP001208.1,OSMR,,UNC5A
1479,SNAP47,MOB3A,SNORA26,AP001208.2,OSR2,,UNCX
1480,SNAPIN,MOCS3,SNORA26,AP001271.1,OTUD6B,,UPK3B
1481,SNHG28,MOGAT3,SNORA26,AP001271.2,OTUD7B,,UPK3BL
1482,SNORA100,MOSPD3,SNORA3,AP001328.1,OTULIN,,UPP1
1483,SNORA103,MPLKIP,SNORA31,AP001330.1,OTX2,,UQCRQ
1484,SNORA14B,MPND,SNORA31,AP001330.2,OXCT1,,URGCP
1485,SNORA16B,MPP6,SNORA32,AP001330.3,OXR1,,USP42
1486,SNORA36B,MPV17L2,SNORA36B,AP001330.4,PABPC1,,UTP15
1487,SNORA58B,MRGBP,SNORA40,AP001330.5,PAG1,,VCAN
1488,SNORA70H,MRI1,SNORA40,AP001330.6,PAIP1,,VDAC1
1489,SNORA72,MRM2,SNORA42,AP001331.1,PAK3,,VGF
1490,SNORA77,MROH8,SNORA44,AP001574.1,PAPD7,,VIPR2
1491,SNORA80E,MRPL32,SNORA51,AP001885.1,PAPOLB,,VKORC1L1
1492,SNORD13C,MRPL34,SNORA51,AP001885.2,PAPPA2,,VOPP1
1493,SNORD168,MRPL4,SNORA58,AP001885.3,PAQR6,,VPS37D
1494,SNORD172,MRPL54,SNORA63,AP001888.1,PARP1,,VPS41
1495,SNORD173,MRPS12,SNORA67,AP002336.1,PARP10,,VPS50
1496,SNORD3H,MRPS17,SNORA67,AP002336.2,PASD1,,VSTM2A
1497,SNORD44,MRPS24,SNORA7,AP002336.3,PAX9,,VWC2
1498,SNORD47,MRPS26,SNORA70,AP002381.1,PBX1,,VWDE
1499,SNORD74,MRPS33,SNORA70,AP002381.2,PBXIP1,,WASL
1500,SNORD75,MTERF1,SNORA72,AP002387.1,PCMTD1,,WBSCR17
1501,SNORD76,MTG2,SNORA72,AP002387.2,PCMTD2,,WBSCR22
1502,SNORD77,MTPN,SNORA72,AP002490.1,PCNX2,,WBSCR27
1503,SNORD77B,MTRNR2L3,SNORA72,AP002490.2,PCNX4,,WBSCR28
1504,SNORD78,MTRNR2L6,SNORA77,AP002495.1,PCP4L1,,WDR36
1505,SNORD79,MTURN,SNORD112,AP002748.1,PDC,,WDR41
1506,SNORD80,MUC12,SNORD112,AP002748.2,PDCD6,,WDR55
1507,SNORD81,MUC16,SNORD112,AP002748.3,PDE1C,,WDR60
1508,SNORD98,MUC17,SNORD112,AP002748.4,PDE4DIP,,WDR86
1509,SNRPD2P2,MUC3A,SNORD112,AP002748.5,PDE7A,,WDR91
1510,SNRPE,MUM1,SNORD112,AP002761.2,PDGFA,,WEE2
1511,SNTB1,MVB12A,SNORD112,AP002807.1,PDLIM7,,WI2-2373I1.1
1512,SNX27,MYADM,SNORD112,AP002813.1,PDP1,,WIPF3
1513,SNX31,MYBL2,SNORD116,AP002847.1,PDZD2,,WIPI2
1514,SOAT1,MYBPC2,SNORD5,AP002851.1,PDZD4,,WNT16
1515,SOX13,MYDGF,SNORD54,AP002852.1,PDZK1,,WNT2
1516,SOX18,MYH14,SNORD59,AP002892.1,PEA15,,WNT8A
1517,SPAG1,MYH7B,SNORD60,AP002892.2,PEAR1,,WWC1
1518,SPATA16,MYL10,SNORD64,AP002906.1,PELI2,,XRCC2
1519,SPATA17,MYL7,SNORD65,AP002907.1,PENK,,XRCC4
1520,SPATA17-AS1,MYL9,SNORD77,AP002981.1,PEX11B,,YAE1D1
1521,SPATA45,MYLK2,SNORD78,AP002982.1,PEX19,,YIPF5
1522,SPATA46,MYO1F,SNORD87,AP002982.2,PEX2,,YKT6
1523,SPHAR,MYO1G,SNRPE,AP002992.1,PFDN2,,YTHDC2
1524,SPRR1A,MYO9B,SNTB1,AP003065.1,PFKFB2,,YWHAG
1525,SPRR1B,MYPOP,SNTG1,AP003065.2,PFN3,,ZAN
1526,SPRR2A,MYT1,SNX16,AP003071.1,PGAM2,,ZBED3
1527,SPRR2B,MZF1,SNX27,AP003071.2,PGBD2,,ZBED6CL
1528,SPRR2C,NAA20,SNX31,AP003071.3,PGBD5,,ZBED8
1529,SPRR2D,NACAD,SOAT1,AP003071.4,PGLYRP3,,ZC3HAV1
1530,SPRR2E,NACC1,SOX13,AP003071.5,PGLYRP4,,ZC3HAV1L
1531,SPRR2F,NAMPT,SOX17,AP003096.1,PGRMC1,,ZC3HC1
1532,SPRR2G,NANOS2,SPAG1,AP003115.1,PHF14,,ZCCHC10
1533,SPRR3,NANOS3,SPATA17,AP003117.1,PHF20L1,,ZCCHC9
1534,SPRR4,NANP,SPATC1,AP003117.2,PHF6,,ZCWPW1
1535,SPRTN,NAPA,SPHAR,AP003351.1,PHKG1,,ZDHHC4
1536,SPTA1,NAPB,SPIDR,AP003352.1,PHLDA3,,ZFAND2A
1537,SQLE,NAPEPLD,SPO11,AP003354.1,PI15,,ZFP2
1538,SRGAP2,NAPSA,SPRR1A,AP003355.1,PI4KB,,ZFP62
1539,SRGAP2B,NAT14,SPRR1B,AP003355.2,PIAS3,,ZFYVE16
1540,SRGAP2D,NAT16,SPRR2A,AP003355.3,PIGC,,ZKSCAN1
1541,SRMS,NCAN,SPRR2B,AP003357.1,PIGM,,ZKSCAN5
1542,SRP9,NCAPG2,SPRR2D,AP003385.1,PIGR,,ZMAT2
1543,SRY,NCCRP1,SPRR2E,AP003385.2,PIH1D3,,ZMIZ2
1544,SS18L1,NCF1,SPRR2F,AP003385.3,PIK3C2B,,ZNF107
1545,SSR2,NCLN,SPRR2G,AP003385.4,PIP5K1A,,ZNF117
1546,ST3GAL1,NCOA3,SPRR3,AP003385.5,PKD1L1,,ZNF12
1547,STARD3,NCOA5,SPRR4,AP003419.1,PKHD1L1,,ZNF138
1548,STAU2,NCOA6,SPRTN,AP003419.2,PKIA,,ZNF212
1549,STAU2-AS1,NCR1,SPTA1,AP003419.3,PKLR,,ZNF273
1550,STK3,NDRG3,SQLE,AP003465.1,PKP1,,ZNF277
1551,STMN2,NDUFA11,SRGAP2,AP003465.2,PLA2G4A,,ZNF282
1552,STMN3,NDUFA13,SRGAP2B,AP003467.1,PLAC1,,ZNF3
1553,STOX1,NDUFA3,SRP9,AP003467.2,PLAG1,,ZNF300
1554,STUM,NDUFA4,SSR2,AP003469.1,PLCXD3,,ZNF316
1555,STX6,NDUFA5,ST18,AP003469.2,PLD5,,ZNF346
1556,SUCO,NDUFA7,ST3GAL1,AP003469.3,PLEC,,ZNF354A
1557,SUMO1P1,NDUFAF5,STAU2,AP003469.4,PLEKHA6,,ZNF354B
1558,SUMO1P3,NDUFB2,STK3,AP003471.1,PLEKHA8,,ZNF354C
1559,SUPT7L,NDUFB7,STMN2,AP003472.1,PLEKHF2,,ZNF366
1560,SUSD4,NDUFS7,STX16,AP003472.2,PLEKHG4B,,ZNF394
1561,SV2A,NECAB3,STX6,AP003478.1,PLEKHO1,,ZNF398
1562,SWT1,NECTIN2,SUCO,AP003498.1,PLP1,,ZNF425
1563,SYBU,NELFCD,SULF1,AP003498.2,PLS3,,ZNF454
1564,SYT11,NEURL2,SULT1A1,AP003498.3,PLXNA2,,ZNF467
1565,SYT14,NEUROD6,SULT1A2,AP003548.1,PLXNA3,,ZNF474
1566,SYT2,NFATC2,SUSD4,AP003550.1,PLXNB3,,ZNF479
1567,TADA1,NFE2L3,SV2A,AP003555.1,PM20D1,,ZNF608
1568,TAF1A,NFE4,SWT1,AP003555.2,PMF1,,ZNF655
1569,TAF1A-AS1,NFIC,SYBU,AP003555.3,PMP2,,ZNF679
1570,TAF2,NFIX,SYCP2,AP003692.1,PMS2,,ZNF680
1571,TAF5L,NFKBIB,SYT11,AP003696.1,PMVK,,ZNF713
1572,TAGLN2,NFKBID,SYT14,AP003716.1,PNCK,,ZNF716
1573,TARBP1,NFS1,SYT2,AP003716.2,PNMA3,,ZNF727
1574,TARS2,NINL,TADA1,AP003783.1,PNMA5,,ZNF735
1575,TATDN1,NIPSNAP2,TAF1A,AP003785.1,PNMA6A,,ZNF736
1576,TATDN3,NKAIN4,TAF2,AP003789.1,PNN,,ZNF746
1577,TBC1D31,NKG7,TAF5L,AP004289.1,POGK,,ZNF775
1578,TBCE,NKPD1,TAGLN2,AP004289.2,POGZ,,ZNF777
1579,TBL1Y,NKX2-2,TARBP1,AP004290.1,POLD2,,ZNF783
1580,TBX19,NKX2-4,TARS2,AP005019.1,POLE2,,ZNF786
1581,TCAP,NLGN4Y,TATDN1,AP005019.2,POLM,,ZNF789
1582,TCEA2,NLRP11,TATDN3,AP005019.3,POLR2K,,ZNF800
1583,TCHH,NLRP12,TBC1D31,AP005233.1,POLR3C,,ZNF804B
1584,TCHHL1,NLRP13,TBCE,AP005233.2,POLR3GL,,ZNF853
1585,TDRD10,NLRP2,TBX19,AP005357.1,POM121L12,,ZNF862
1586,TDRD5,NLRP4,TCEA1,AP005660.1,POP1,,ZNF879
1587,TDRKH,NLRP5,TCEB1,AP005717.1,POU2F1,,ZNF92
1588,TDRKH-AS1,NLRP7,TCF24,AP005717.2,POU5F1B,,ZNHIT1
1589,TEDDM1,NLRP8,TCHH,AP006547.1,POU6F2,,ZNRF2
1590,TERF1,NLRP9,TCHHL1,AP007216.1,PPDPF,,ZP3
1591,TEX35,NME8,TDRD10,AP007216.2,PPFIA4,,ZPBP
1592,TEX50,NMRK2,TDRD5,AP1S1,PPIA,,ZRSR1
1593,TFB2M,NNAT,TDRKH,AP1S2P1,PPIAL4C,,ZSCAN21
1594,TG,NOBOX,TEDDM1,AP2M1,PPIAL4D,,ZSCAN25
1595,TGFB2,NOD1,TERF1,AP4M1,PPIAL4E,,ZSWIM6
1596,TGFB2-AS1,NOL4L,TEX35,APOD,PPIAL4F,,ZYX
1597,TGFB2-OT1,NOM1,TFB2M,ARAP1,PPIAL4G,,
1598,TGIF2LY,NOP53,TG,ARAP1-AS1,PPM1A,,
1599,THBS3,NOP56,TGFB2,ARAP1-AS2,PPOX,,
1600,THEM4,NOS3,TGS1,ARC,PPP1R12B,,
1601,THEM5,NOSIP,THBS3,ARF1P1,PPP1R15B,,
1602,TIMM17A,NOTCH3,THEM4,ARF1P3,PPP1R16A,,
1603,TIPRL,NOVA2,THEM5,ARFGEF1,PPP1R17,,
1604,TLR5,NPAS1,THEM6,ARHGAP39,PPP1R3D,,
1605,TMCC2,NPBWR2,TIGD5,ARHGEF26,PPP1R42,,
1606,TMCO1,NPC1L1,TIMM17A,ARHGEF26-AS1,PPP2R3C,,
1607,TMEM183A,NPEPL1,TIPRL,ARL14,PPP2R5A,,
1608,TMEM206,NPHS1,TLR5,ARMC1,PRCC,,
1609,TMEM63A,NPSR1,TMCC2,ARMC10,PRDM14,,
1610,TMEM65,NPTX2,TMCO1,ARMC8,PRDM9,,
1611,TMEM67,NPVF,TMEM183A,ARPC1A,PRDX6,,
1612,TMEM70,NPY,TMEM206,ARPC1B,PRELID1,,
1613,TMEM71,NR1H2,TMEM249,ART2BP,PRELID3B,,
1614,TMEM75,NR2C2AP,TMEM55A,ART2P,PRELP,,
1615,TMEM79,NR2F6,TMEM63A,ASAP1,PREX2,,
1616,TMEM81,NRCAM,TMEM64,ASAP1-IT2,PRG4,,
1617,TMEM9,NRF1,TMEM65,ASB4,PRKAA1,,
1618,TMOD4,NRSN2,TMEM67,ASNS,PRKAB2,,
1619,TMSB4Y,NRTN,TMEM68,ASNSP1,PRKAR1B,,
1620,TNFAIP8L2,NSFL1C,TMEM70,ASNSP4,PRKCH,,
1621,TNFAIP8L2-SCNM1,NSUN5,TMEM71,ASPH,PRKD1,,
1622,TNFRSF11B,NT5C3A,TMEM74,ASS1P7,PRLR,,
1623,TNFRSF6B,NTF4,TMEM75,ASTE1,PROX1,,
1624,TNFSF10,NTN5,TMEM78,ATAD2,PRPF3,,
1625,TNFSF18,NTSR1,TMEM79,ATG16L2,PRPF39,,
1626,TNFSF4,NUB1,TMEM81,ATP11B,PRPF6,,
1627,TNN,NUCB1,TMEM9,ATP13A3,PRPS1,,
1628,TNNI1,NUDCD3,TMOD4,ATP13A4,PRPS1L1,,
1629,TNNT2,NUDT1,TNFAIP8L2,ATP13A4-AS1,PRR15,,
1630,TNR,NUDT19,TNFRSF11B,ATP13A5,PRR32,,
1631,TOMM20,NUMBL,TNFSF18,ATP13A5-AS1,PRR7,,
1632,TOMM40L,NUP205,TNFSF4,ATP1B3,PRR9,,
1633,TOP1P1,NUP62,TNN,ATP1B3-AS1,PRRC2C,,
1634,TOR1AIP1,NUPL2,TNNI1,ATP2C1,PRRG3,,
1635,TOR1AIP2,NUPR2,TNNT2,ATP5MC1P3,PRRX1,,
1636,TOR3A,NWD1,TNR,ATP5MC1P4,PRSS38,,
1637,TP53BP2,NXNL1,TOMM20,ATP5MF,PRUNE1,,
1638,TP53INP1,NXPH1,TOMM40L,ATP5MF-PTCD1,PSCA,,
1639,TPD52,NXT1,TONSL,ATP5MGP5,PSEN2,,
1640,TPD52L2,NYAP1,TOP1MT,ATP5PBP2,PSKH2,,
1641,TPM3,OAZ1,TOR1AIP1,ATP6V0D2,PSMA2,,
1642,TPR,OCEL1,TOR1AIP2,ATP6V1C1,PSMA3,,
1643,TRAF3IP3,OCM,TOR3A,ATP6V1G1P2,PSMA6,,
1644,TRAF5,OCM2,TOX,ATPSCKMT,PSMA7,,
1645,TRIB1,OCSTAMP,TP53BP2,ATR,PSMB4,,
1646,TRIM11,ODF3L2,TP53INP1,ATXN7L1,PSMC6,,
1647,TRIM17,OGDH,TPD52,AZGP1,PSMD10,,
1648,TRIM46,OGFR,TPM3,AZGP1P1,PSMD4,,
1649,TRIM58,OLFM2,TPR,AZGP1P2,PSMG3,,
1650,TRIM67,ONECUT3,TRAF3IP3,AZIN1,PSPH,,
